Lecture-01 : https://www.youtube.com/embed/Ew5Yg4KE2j0
Lecture-02 : https://www.youtube.com/embed/yG71bPXDWOw
Lecture-03 : https://www.youtube.com/embed/kjWLv8_jKUU
Lecture-04 : https://www.youtube.com/embed/8iPlVJCj1sw
Lecture-05 : https://www.youtube.com/embed/MKwwjuT4iag
Lecture-06 : https://www.youtube.com/embed/qH95dE0e-C0
The Vocab-Wits Series "Day-01" [Ch- Root Words] : https://www.youtube.com/embed/peU-iiLQ-hs
The Vocab-Wits Series "Day-02" [Ch- Root Words] : https://www.youtube.com/embed/4DsrcsyUM4A
The Vocab-Wits Series "Day-03" [Ch- Root Words] : https://www.youtube.com/embed/ruj8WNyE8xw
The Vocab-Wits Series "Day-04" [Ch- Root Words] : https://www.youtube.com/embed/4oR4El0hosM
The Vocab-Wits Series "Day-05" [Ch- Root Words] : https://www.youtube.com/embed/XtaPhT0TwfM
The Vocab-Wits Series "Day-06" [Ch- Phrasal Verb] : https://www.youtube.com/embed/8M0RZ8moVgw
The Vocab-Wits Series "Day-07" [Ch- Phrasal Verb] : https://www.youtube.com/embed/bR3-9Eh4wC0
The Vocab-Wits Series "Day-08" [Ch- Phrasal Verb] : https://www.youtube.com/embed/Dy6FwlEhNFk
The Vocab-Wits Series "Day-09" [Ch- Phrasal Verb] : https://www.youtube.com/embed/eSoAOqwpAho
The Vocab-Wits Series "Day-10" [Ch- Phrasal Verb] : https://www.youtube.com/embed/gXiQTX7BdD4
The Vocab-Wits Series "Day-11" [Ch- Phrasal Verb] : https://www.youtube.com/embed/SFMauQr6suE
The Vocab-Wits Series "Day-12" [Ch- Phrasal Verb] : https://www.youtube.com/embed/6ySaurQv2T0
The Vocab-Wits Series "Day-13" [Ch- Phrasal Verb] : https://www.youtube.com/embed/8v7fDh9DCmA
The Vocab-Wits Series "Day-14" [Ch- Phrasal Verb] : https://www.youtube.com/embed/ll5uMMs0_4c
The Vocab-Wits Series "Day-15" [Ch- Phrasal Verb] : https://www.youtube.com/embed/Em9C7RfC3HE
The Vocab-Wits Series "Day-16" [Ch- Phrasal Verb] : https://www.youtube.com/embed/V-7kLdlCuE8
The Vocab-Wits Series "Day-17" [Ch- Phrasal Verb] : https://www.youtube.com/embed/-ct6jDLB0CM
The Vocab-Wits Series "Day-18" [Ch- Phrasal Verb] : https://www.youtube.com/embed/bxN2uav4eQo
The Vocab-Wits Series "Day-19" [Ch- Phrasal Verb] : https://www.youtube.com/embed/2KCEyzgVis8
The Vocab-Wits Series "Day-20" [Ch- Confusing Pair of Words] : https://www.youtube.com/embed/XfqvwhqSeaI
The Vocab-Wits Series "Day-21" [Ch- Confusing Pair of Words] : https://www.youtube.com/embed/q8ckSljLr-w
The Vocab-Wits Series "Day-22" [Ch- Confusing Pair of Words] : https://www.youtube.com/embed/7f3vIqyJdgI
The Vocab-Wits Series "Day-23" [Ch- Confusing Pair of Words] : https://www.youtube.com/embed/UuBQIpUNn54
The Vocab-Wits Series "Day-24" [Ch- Confusing Pair of Words] : https://www.youtube.com/embed/I_-bvnoq_jE
The Vocab-Wits Series "Day-25" [Ch- Confusing Pair of Words] : https://www.youtube.com/embed/woiO6xxe7wM
The Vocab-Wits Series "Day-26" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/N0hFinq39XM
The Vocab-Wits Series "Day-27" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/Y1ellsDKKs0
The Vocab-Wits Series "Day-28" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/0o_x0uydxbg
The Vocab-Wits Series "Day-29" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/6WQUnQEfoAA
The Vocab-Wits Series "Day-30" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/Y0syxgyJiVk
The Vocab-Wits Series "Day-31" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/ZKdabCaBZgk
The Vocab-Wits Series "Day-32" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/OKYqE5TgWLk
The Vocab-Wits Series "Day-33" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/XR-vRToMhXM
The Vocab-Wits Series "Day-34" [Ch- Phrasal Verb] : https://www.youtube.com/embed/nV7eJwkGk_E
The Vocab-Wits Series "Day-35" [Ch- Phrasal Verb] : https://www.youtube.com/embed/p6yD8TNqCNA
The Vocab-Wits Series "Day-36" [Ch- Phrasal Verb] : https://www.youtube.com/embed/Kc1LkjdzkWA
The Vocab-Wits Series "Day-37" [Ch- Phrasal Verb] : https://www.youtube.com/embed/QQRYRFDa4Kg
The Vocab-Wits Series "Day-38" [Ch- Phrasal Verb] : https://www.youtube.com/embed/iPpLF8cJJu8
The Vocab-Wits Series "Day-39" [Ch- One Word Substitution] : https://www.youtube.com/embed/BQKtyuzx_d8
The Vocab-Wits Series "Day-40" [Ch- One Word Substitution] : https://www.youtube.com/embed/qtAfC5lq7x8
The Vocab-Wits Series "Day-41" [Ch- One Word Substitution] : https://www.youtube.com/embed/5MBEi8L2H8U
The Vocab-Wits Series "Day-42" [Ch- One Word Substitution] : https://www.youtube.com/embed/jq4I76GXw6I
The Vocab-Wits Series "Day-43" [Ch- One Word Substitution] : https://www.youtube.com/embed/SvhmnWR3MUQ
The Vocab-Wits Series "Day-44" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/Dqm23jkGVk8
The Vocab-Wits Series "Day-45" [Ch- Root Words] : https://www.youtube.com/embed/RMJB09jslPg
The Vocab-Wits Series "Day-46" [Ch- Root Words] : https://www.youtube.com/embed/k6ARwW3jf6g
The Vocab-Wits Series "Day-47" [Ch- Root Words] : https://www.youtube.com/embed/Q1ilahDdfBY
The Vocab-Wits Series "Day-48" [Ch- Root Words] : https://www.youtube.com/embed/kE9rt9OUInA
The Vocab-Wits Series "Day-50" [Ch- Synonym] : https://www.youtube.com/embed/Qm13KhPNlM8
The Vocab-Wits Series "Day-51" [Ch- Synonym] : https://www.youtube.com/embed/iUBWFdgf94U
The Vocab-Wits Series "Day-52" [Ch- Synonym] : https://www.youtube.com/embed/bXMUUv6zpQk
The Vocab-Wits Series "Day-53" [Ch- One Word Substitution] : https://www.youtube.com/embed/sjQPb7B7c5c
The Vocab-Wits Series "Day-54" [Ch- One Word Substitution] : https://www.youtube.com/embed/xd5pr_IJtkg
The Vocab-Wits Series "Day-55" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/uDD8Lw0-LUQ
The Vocab-Wits Series "Day-56" [Ch- Antonyms] : https://www.youtube.com/embed/a-bjWC1UTkY
The Vocab-Wits Series "Day-57" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/tUMp5DePLpU
The Vocab-Wits Series "Day-58" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/15qSRcs53OE
The Vocab-Wits Series "Day-59" [Ch- Synonym] : https://www.youtube.com/embed/_jCERVQxvCA
The Vocab-Wits Series "Day-60" [Ch- Synonym] : https://www.youtube.com/embed/COG0sgKszNc
The Vocab-Wits Series "Day-61" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/sjs_GMyVnMQ
The Vocab-Wits Series "Day-62" [Ch- Idioms and Phrases] : https://www.youtube.com/embed/cX7n2Y2-tnU
The Vocab-Wits Series "Day-63" [Ch- Confusing Pairs] : https://www.youtube.com/embed/hsTtpDRoHvY
Class-01 | Tense : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6351384984112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJhY2NpZCI6IjYyMDY0NTkxMjMwMDEiLCJleHAiOjE3MzgxMjkwNjYsImlhdCI6MTczODA0MjY2NiwiY29uaWQiOiI2MzUxMzg0OTg0MTEyIiwibWF4aXAiOjEsInBybyI6ImFlczEyOCJ9.M_HwK6QQtrvay_CUOl8nfaewwppo27S4VH9QkotvX5Bdq9KkMkS8qax_h8d0ifPHpjXwXv9Fjulnmptmg9ArFf9qj6yqouLjHFqXRIdmFWkDXDVz4ZXcyzXpXdU7T6SbJ7h4Z_F-pAxxuCB-KhrVSaFIdY8eRHfnN4RWcQ6REht8PCvbUKQhaqj0AouB5NygLf67EHgZ13Eb2jtTuRxGkZEDBzq9FdAgk3DPSuiVKDRVauGWAJyJKFUwO-UBxIAdIUJrfL9Ac4v606TCr0ho_dUHBN440hBHBlaw05E8f9p5AHZZdkMKJoDH5eWnrPExnE19yXf8sXstXuOXero3vQ
Class - 02 | Tense : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6351444002112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJhY2NpZCI6IjYyMDY0NTkxMjMwMDEiLCJleHAiOjE3MzgxMjkwNjcsImlhdCI6MTczODA0MjY2NywiY29uaWQiOiI2MzUxNDQ0MDAyMTEyIiwibWF4aXAiOjEsInBybyI6ImFlczEyOCJ9.KK0ul3BACKOs5YaxLBDC-aIJKXpPWo4-rRZ4qqzBIJObVttHtWXJrwpW_Pd2ByU3nBifdi1GrVMfSSEMaIAg4FMKUKv_dot425_argk4S8Q5wIR-QXfZYtXSks-RU54USkRpFPBfO91HZndIjjTl1IPCrO8uNr3mJzsMmN-kM9pRzQQv4iGuUiJNwI6kL5vBpJmJ1ncQPh16jlCt_0-d6leejd3aHHpJEs7oAVmpzu1UIF5uogolfnRdOZEvoqGKYvXoXtab-j53-Z3ETA-jaqiF-FeX3eLBtnxLbfNq7yUB1WTp8I8D8TGChHD-l0b751Oj40gu5535d6lH_6UnRw
Class - 03 | Tense : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6351525090112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJhY2NpZCI6IjYyMDY0NTkxMjMwMDEiLCJleHAiOjE3MzgxMjkwNjcsImlhdCI6MTczODA0MjY2NywiY29uaWQiOiI2MzUxNTI1MDkwMTEyIiwibWF4aXAiOjEsInBybyI6ImFlczEyOCJ9.jlw0kaOjweOIniu1glg65Q2yKlqLjDPI22zazv6nYplVDsBrSrh_8rHXbjzXbakVeGTrtqpFiosSybzIKcDXl9kq3xF-Fmk5GAIagHhCuQ_MAdATfC9-2V4oyI9PqWFDM3V_X_fmRZTyJdMyKGmsYhms90BRZf1ml4a4Qyna_1CIOu2a5q2D5-hcyKEDA1B7OFOq_8XWwN5srW16JPH1N53FZ3e0ZVt4gy8csQLIxjLHX8Ba9ujzn0DY-sKo2IJ6F1S2nf38tp1cvDNLRt0UCp3DQQBGeXHNUa_TxTHz0ynjLQits0zpDLFI2BRUGEgqYrWBQrFs6a91pccICgi3Ag
Class - 04 | Tense : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6351683290112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJhY2NpZCI6IjYyMDY0NTkxMjMwMDEiLCJleHAiOjE3MzgxMjkwNjcsImlhdCI6MTczODA0MjY2NywiY29uaWQiOiI2MzUxNjgzMjkwMTEyIiwibWF4aXAiOjEsInBybyI6ImFlczEyOCJ9.ZtV9sgtBbGargCfkk9u1X74VQi-s1SSBidCVNqqgB4qXcUUkeijWZInXTynZwV-nLhKUVtAd5kCSncyRs2O4Q3ysVHwsHPCvmk025ZBm-3WQRyRPi7uE29U0DhmU6Jkt_uDmYt-yFs7oOsFzb3Zqpv6aUkNFDn2h1cZ6zo9bkUfxsHjHT9oFkOzlPumxyglVXE0-qmMKFcVzxSDyqHCQfRz7Qi71wHzTOnQ4C69npboja5cRIZrOIaKVIiOkRVvtLibIkskcZhQ0cF6yr3JaBvK2bblqzRpWQd5lJGjjZLeAmS0Z0y5o2D6PNbk1mK0bU8No7accfXpIsjFfiCIo9w
Class - 05 | Tense : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6351776530112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJhY2NpZCI6IjYyMDY0NTkxMjMwMDEiLCJleHAiOjE3MzgxMjkwNjcsImlhdCI6MTczODA0MjY2NywiY29uaWQiOiI2MzUxNzc2NTMwMTEyIiwibWF4aXAiOjEsInBybyI6ImFlczEyOCJ9.Il8RutIJ6zA14F7L6zevZx6DThkb_H_9mPewBiMo74C16T2HgpxDCb-Vt4uc5X5bS9kzwVX4JTOmTEZKdSA29v0DMDV6autjwO0GWUfEM-EjJvL114RyRAXPtxG4XXscBrg13VhxiZuP4BAKOng3jogdDCdRqee91cSQlKxBLFcAE2OlmebGSBJVvtYbcZ9iWN7QuQctlEZDCVG3zSgPOCGotlcaXxyNqTcGUGfcGyS8x81qMKU4UF2oti57A8fzT6BPUFUfeZLHx83ACpS_uHlxNJEkCjch3lunaV4W-0K637Zwc7UPNYSWo51ujY77SbOPw5xQzuSnGWA-54faJQ
Class - 06 | Tense : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6351951376112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJhY2NpZCI6IjYyMDY0NTkxMjMwMDEiLCJleHAiOjE3MzgxMjkwNjgsImlhdCI6MTczODA0MjY2OCwiY29uaWQiOiI2MzUxOTUxMzc2MTEyIiwibWF4aXAiOjEsInBybyI6ImFlczEyOCJ9.otC-y6Xa8uQdiJVUeEkZgUaN849F_rKN84ENshIV0j5H9iMWlJ6p-AF_jZz_9KUVfzqu8aSXml5XH6v4GE7J9mTbs1Xbfkr3P_pGigc74Auf2MG7lZPItJjUOh1TAOjswFuvVy6yE_nzS2g4gI1cqKvEP4-Kl_lsU8YIE4GV48Zq8NPEb7TqRwbpd0pwywsOq9rvt-SRmFOsI5xzHcJm7onKIY31Wz2gyCXczAyA1z1YtbsnhoBGiNil2URMVssy-6YoxKJQftXIuAQDa9z7xPGBZhtPyu1HWYw0tO1dvsjweyppQgkjKKeXW4kznqnlYdggjYyl69ugLnhrX4YTEA
Class -07 | Tense : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6352007247112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJhY2NpZCI6IjYyMDY0NTkxMjMwMDEiLCJleHAiOjE3MzgxMjkwNjgsImlhdCI6MTczODA0MjY2OCwiY29uaWQiOiI2MzUyMDA3MjQ3MTEyIiwibWF4aXAiOjEsInBybyI6ImFlczEyOCJ9.USL4lpeenHM6lMX28aroMC_Smw2rpmQySLPqhOhI7qZ-3QMot34cFpmJLeAj7MhoGu5cqynOE30Fl44O-xW8AICuswWlheCuDxMkqCoC9Oy9beemU9mekSgdNC825KKj0u7ZNllIfgyy_FwQCvCmpZzoR85vo5aMDo5tgtM5CoY6wUBlKvfmj8j4RRhxI7c9bnUUBb7XkfGZeNMLRX1VG4kRWAl-1vdPz-0yF0SiXgDpVpreCnj9yd9M0dOvd_zJNNWVYrcT8mpEaJ2VHgHEY0l9m0CZY87SQsz72piiZ1aZXsFlrSg6GSIrDdVvWRvZm_zmqHxqFekxDBJmRl9AJQ
Class - 08 | Tense : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6352076962112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJhY2NpZCI6IjYyMDY0NTkxMjMwMDEiLCJleHAiOjE3MzgxMjkwNjgsImlhdCI6MTczODA0MjY2OCwiY29uaWQiOiI2MzUyMDc2OTYyMTEyIiwibWF4aXAiOjEsInBybyI6ImFlczEyOCJ9.cxEtuqbtmaYq0i7RB-SHh6-IPciGMCARiINPk95wSfY6WlDU8sspSSEbvnaS0-pWhNxG3OjnNe3_vJqB9ITpyGDwwN3c6KTtYAbmpnwyA5oQIGVSeIxsIUfDjavhduC4gXS3xv9saxtcNdvApHk_EhfgEzxdynm_Hc8ug91pmUHwsGC_ltNRmwLMwwwGAg4QCJTirRzWkzzzWpgZXEBif8xu8zfmAk7A-XskTWCfQElFpzcfDIpg0NTZfyuNFA4X4Hv1ZtRRlAeIxZwCG0VO1KhAial-bmWPMTA5AnjZip1KNV7yyV1R6byyxsAlBmen0Kt6HCggKAlBuH-eRhIwjQ
Class - 09 | Tense : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6352157545112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJhY2NpZCI6IjYyMDY0NTkxMjMwMDEiLCJleHAiOjE3MzgxMjkwNjgsImlhdCI6MTczODA0MjY2OCwiY29uaWQiOiI2MzUyMTU3NTQ1MTEyIiwibWF4aXAiOjEsInBybyI6ImFlczEyOCJ9.Md5ZsxrmQAA5juagMdE5ZR5CNOWizb3Zk2TSd1siI_S42r8IPoOYPidbpi7d1fRvaIVKYD7Tis0cIg5SxmZpHJ4VhXIVyqpGafOhBtBvLUZOp4x0JskOy7sBtLJHtWqzbvHqzLZuaDNlOEnM3HTfNQQ0EIyjVJv5XOYUk0WF0TmTxPUAXGbG2FZZHKLNBQEC-WqFbPP2pgdLr73GJ6HlSnrZp2o0N1BTCo4tppjym1vYWGk9L2D9mkWBoRZujYIIGv3MaM16KeU1qIdhTT_d3uvLXD3gahYXBYQPwEBvFcwiHseOH04tAoA9uHY_zMlMRN5ef82iQQSln-0UkSUszg
Class - 10 | Tense : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6352217657112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJhY2NpZCI6IjYyMDY0NTkxMjMwMDEiLCJleHAiOjE3MzgxMjkwNjksImlhdCI6MTczODA0MjY2OSwiY29uaWQiOiI2MzUyMjE3NjU3MTEyIiwibWF4aXAiOjEsInBybyI6ImFlczEyOCJ9.B90d7co9YYW7epNv12ZTPgRrXMcq7VGoq2lkJoPEXfK2CqUFcwNK6-5sFS6lagPXCLKjtnU4UDh6tP8vmj2yrrtXMo6Xus-otKDvMEoD7i1qSRGFoHc55cynnuhqmhHgVX3YE2H3MKOwwqcBi2_9n2yj7k4TLZSPtFqn-yYnziKUyuGFqCRd_NdWUhPYwjieakyCRSjoe0c8WOBfhvF2898ZM30mDegOehAw5CQNhKWgLNpnKxY8Lp4qFio5XK7XThBRHUp13xzyh3wIX0MwVUrUB4HyoYfpR2E4D9LB4n5klDlyAaLz3onUqWb0Cte73ST34616IwVpb18jXMcZkw
Class - 11 | Tense : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6352391298112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJhY2NpZCI6IjYyMDY0NTkxMjMwMDEiLCJleHAiOjE3MzgxMjkwNjksImlhdCI6MTczODA0MjY2OSwiY29uaWQiOiI2MzUyMzkxMjk4MTEyIiwibWF4aXAiOjEsInBybyI6ImFlczEyOCJ9.ZgSxQrMSD4CtqGCaQlJncFY_Y28K1Cyziqid-CSHkeHw27sop4mYHpzVOOGYjmdlbUyDgnGaKa77WDrr-9MbmshsWx1_QqzHz8P6MFcfsi8n6WQYIaYgdfcp1c6guMWH7h4i2U42QU9QpTRHLg9f_cyw_Ih4hCvfpTmRglF6-Txvl5G8hSIkbgHNaAp6hwuT9Tb8hMEVVaug_KTowQxBE1QiwZ-rg_scAx_K_A7rrPdCaRMKANo21L1H_6Lmdhec-k3VPm1f1ntqI1TjW9S0NdeYqbB94fJinmq7EIPennsoD3kLAiRx52oOjQB_dDSpvp8Xm9BBsR24OUD-UO9nmQ
