Intro - Announcement Regarding Class Time & Date [13-Jun-2025 16:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_hls/migration/8sl45yi0Sgc/8sl45yi0Sgc.m3u8
Intro - All Information About Batches By Rakesh Sir [13-Jun-2025 16:10]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_hls/migration/KTFq1UicIto/KTFq1UicIto.m3u8
Intro - पढ़ाई कैसे करें ? | By Rakesh Sir [13-Jun-2025 17:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_ios/4477702/1752056523_7970157723271656/1752055883336_114990864761432690_video_VOD.m3u8
Intro - How to check Class Notes and Classes [18-Jun-2025 17:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_hls/migration/oa4sXpFIMtY/oa4sXpFIMtY.m3u8
Intro - Announcement Regarding Class [25-Jun-2025 13:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_hls/migration/ARxGeZyzRZ4/ARxGeZyzRZ4.m3u8
Intro - Maths Revision Booster (Formula Book) | BY Rakesh Sir [14-Jul-2025 17:00]: https://www.youtube.com/embed/wlFPr4LwY-0
Arithmetic - Class-01 | LCM and HCF [26-Jun-2025 08:00]: https://www.youtube.com/embed/CQaiwe84T1E
Arithmetic - Class-02 | LCM and HCF [28-Jun-2025 08:00]: https://www.youtube.com/embed/ruP8JSfgSl0
Arithmetic - Class-03 | LCM and HCF [30-Jun-2025 08:00]: https://www.youtube.com/embed/qYqX5XwlAOE
Arithmetic - Class-04 | LCM and HCF [02-Jul-2025 08:00]: https://www.youtube.com/embed/x-kpbnRQiZg
Arithmetic - Class-05 | LCM and HCF [03-Jul-2025 08:00]: https://www.youtube.com/embed/Zm3ghuN9L0Y
Arithmetic - Class-01 | Percentage [04-Jul-2025 08:00]: https://www.youtube.com/embed/9DOC8ZJkf7M
Arithmetic - Class-02 | Percentage [05-Jul-2025 08:00]: https://www.youtube.com/embed/5OcrCejBI5o
Arithmetic - Class-03 | Percentage [07-Jul-2025 08:00]: https://www.youtube.com/embed/ZgchA9BS1ps
Arithmetic - Class-04 | Percentage [08-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6373208707112/6373208707112.m3u8
Arithmetic - Class-05 | Percentage [09-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4477085/175203243439504800893/175203243439504800893_4800893.m3u8
Arithmetic - Class-06 | Percentage [10-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4478287/175211978293404800893/175211978293404800893_4800893.m3u8
Arithmetic - Percentage Recorded Advance level [10-Jul-2025 16:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6370185479112/6370185479112.m3u8
Arithmetic - Class-07 | Percentage [11-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4479354/175220635461723199068/175220635461723199068_3199068.m3u8
Arithmetic - Class-08 | Percentage [12-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4480333/175229236713743107929/175229236713743107929_3107929.m3u8
Arithmetic - Class-09 | Percentage [14-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4481128/175246500322663907752/175246500322663907752_3907752.m3u8
Arithmetic - Class-10 | Percentage [15-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4482155/175255178142225193874/175255178142225193874_5193874.m3u8
Arithmetic - Class-11 | Percentage [16-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_ios/4483206/1752637680_8474758469595677/1752637559183_76961514093022340_video_VOD.m3u8
Arithmetic - Class-12 | Percentage [17-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4484245/175272374855824800893/175272374855824800893_4800893.m3u8
Arithmetic - Class-13 | Percentage [18-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4485300/175281167082874800893/175281167082874800893_4800893.m3u8
Arithmetic - Class-14 | Percentage [19-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4486268/175289774515311268445/175289774515311268445_1268445.m3u8
Arithmetic - Class-01 | Compound Interest [21-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4487182/175306941951373107929/175306941951373107929_3107929.m3u8
Arithmetic - Class-02 | Compound Interest [22-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4488243/175315615099933199068/175315615099933199068_3199068.m3u8
Arithmetic - Class-03 | Compound Interest [23-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4490012/175324158597573199068/175324158597573199068_3199068.m3u8
Arithmetic - Class-04 | Compound Interest (Installment) [24-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4491800/175332859390683199068/175332859390683199068_3199068.m3u8
Arithmetic - Class-05 | Compound Interest (Successive) [25-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4493036/175341663334246908824/175341663334246908824_6908824.m3u8
Arithmetic - Class-06 | Compound Interest (Successive) [26-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4494088/175350278626953107929/175350278626953107929_3107929.m3u8
Arithmetic - Class-01 | Simple Interest [28-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4495483/175367504462123107929/175367504462123107929_3107929.m3u8
Arithmetic - Class-02 | Simple Interest [29-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4501906/175376096017233199068/175376096017233199068_3199068.m3u8
Arithmetic - Class-03 | Simple Interest [30-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4503465/175384783995133199068/175384783995133199068_3199068.m3u8
Arithmetic - Class-04 | Simple Interest [31-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4504698/175393279664641268445/175393279664641268445_1268445.m3u8
Arithmetic - Class-05 | Simple Interest [01-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4505899/175401979729213190878/175401979729213190878_3190878.m3u8
Arithmetic - Class-06 | Simple Interest [02-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4510752/175410792372555193874/175410792372555193874_5193874.m3u8
Arithmetic - Class-01 | Profit and Loss [04-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4511583/175427976642923190878/175427976642923190878_3190878.m3u8
Arithmetic - Class-02 | Profit and Loss [05-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4512511/175436611721433190878/175436611721433190878_3190878.m3u8
Arithmetic - Class-03 | Profit and Loss [06-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4513535/175445308535473199068/175445308535473199068_3199068.m3u8
Arithmetic - Class-04 | Profit and Loss (Discount) [07-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4514555/175453883470963199068/175453883470963199068_3199068.m3u8
Arithmetic - Class-05 | Profit and Loss (Discount) [08-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4515483/175462496191323199068/175462496191323199068_3199068.m3u8
Arithmetic - Class-06 | Profit and Loss (Discount) [11-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4516410/175488429967511268445/175488429967511268445_1268445.m3u8
Arithmetic - Class-07 | Profit and Loss (Dishonest) [12-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4517594/175497150577243199068/175497150577243199068_3199068.m3u8
Arithmetic - Class-01 | Ratio and Proportion [13-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4518951/175505745643996908824/175505745643996908824_6908824.m3u8
Arithmetic - Class-02 | Ratio and Proportion [14-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4520271/175514418314086908824/175514418314086908824_6908824.m3u8
Arithmetic - Class-03 | Ratio and Proportion [16-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4521665/175531730514174392287/175531730514174392287_4392287.m3u8
Arithmetic - Class-04 | Ratio and Proportion [18-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4522548/175548968695034800893/175548968695034800893_4800893.m3u8
Arithmetic - Class-05 | Ratio and Proportion [19-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4523525/175557621527285146684/175557621527285146684_5146684.m3u8
Arithmetic - Class-06 | Ratio and Proportion (Age) [20-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4524658/175566190999393190878/175566190999393190878_3190878.m3u8
Arithmetic - Class-07 | Ratio and Proportion (Partnership) [21-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4525816/175574791756673190878/175574791756673190878_3190878.m3u8
Arithmetic - Class-08 | Ratio and Proportion (Partnership) [22-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4526927/175583393615995146684/175583393615995146684_5146684.m3u8
Advance - Class-01 | Power Surds Indices [16-Jun-2025 12:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_hls/migration/3eRmN8dSSeE/3eRmN8dSSeE.m3u8
Advance - Class-02 | Power Surds Indices [17-Jun-2025 12:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6374406575112/6374406575112.m3u8
Advance - Class-03 | Power Surds Indices [18-Jun-2025 12:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6374504009112/6374504009112.m3u8
Advance - Class-04 | Power Surds Indices [19-Jun-2025 12:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6374562690112/6374562690112.m3u8
Advance - Class-05 | Power Surds Indices [23-Jun-2025 12:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_hls/migration/aLteLv6IuSA/aLteLv6IuSA.m3u8
Advance - Class-06 | Power Surds Indices [24-Jun-2025 12:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_hls/migration/lZcG_Xzk84I/lZcG_Xzk84I.m3u8
Advance - Class-07 | Power Surds Indices [25-Jun-2025 12:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_hls/migration/3BmNIsNLPZk/3BmNIsNLPZk.m3u8
Reasoning - Class-01 | Reas | Clock [20-Jun-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6374597981112/6374597981112.m3u8
Reasoning - Class-02 | Reas | Clock [24-Jun-2025 08:00]: https://www.youtube.com/embed/Dw_CR_5XoUw
Reasoning - Class-03 | Reas | Clock [25-Jun-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_hls/migration/n_73Ej6P7cQ/n_73Ej6P7cQ.m3u8
Reasoning - Class-04 | Reas | Clock [26-Jun-2025 08:00]: https://www.youtube.com/embed/PQEj_oxPeK8
Reasoning - Class-05 | Reas | Clock [30-Jun-2025 08:00]: https://www.youtube.com/embed/Wg3lpjZI6uo
Reasoning - Class-06 | Reas | Clock [01-Jul-2025 08:00]: https://www.youtube.com/embed/E1BevfVxalY
Reasoning - Class-07 | Reas | Clock [02-Jul-2025 08:00]: https://www.youtube.com/embed/pWSmraOFD14
Reasoning - Class-8 | Reas | Analogy [03-Jul-2025 08:00]: https://www.youtube.com/embed/lMIivEKlXYg
Reasoning - Class-9 | Reas | Analogy [04-Jul-2025 08:00]: https://www.youtube.com/embed/eH1gEpRI2So
Reasoning - Class-10 | Reas | Analogy [07-Jul-2025 08:00]: https://www.youtube.com/embed/Oim_OZszQDM
Reasoning - Class-11 | Reas | Coding Decoding [08-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4476131/175194665957563199068/175194665957563199068_3199068.m3u8
Reasoning - Class-12 | Reas | Coding Decoding [09-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4477094/175203348488913199068/175203348488913199068_3199068.m3u8
Reasoning - Class-13 | Reas | Coding Decoding [10-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4478285/175211974212623199068/175211974212623199068_3199068.m3u8
Reasoning - Class-14 | Reas | Coding Decoding [11-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4479352/175220569070106908824/175220569070106908824_6908824.m3u8
Reasoning - Class-15 | Reas | Coding Decoding [14-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4481129/175246505483333107929/175246505483333107929_3107929.m3u8
Reasoning - Class-16 | Reas | Alphabet Test [15-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4482153/175255143017543199068/175255143017543199068_3199068.m3u8
Reasoning - Class- 17 | Reas | Alphabet Test [16-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4483209/175263796448343199068/175263796448343199068_3199068.m3u8
Reasoning - Class- 18 | Reas | Alphabet Test [17-Jul-2025 11:00]: https://www.youtube.com/embed/RAish1eva5A
Reasoning - Class-19 | Reas | Alphabet Test [18-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4485285/175281053729333199068/175281053729333199068_3199068.m3u8
Reasoning - Class-20 | Reas | Alphabet Test [21-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4487185/175306956166489762013/175306956166489762013_9762013.m3u8
Reasoning - Class-21 | Reas | Alphabet Test [22-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4488240/175315590937216908824/175315590937216908824_6908824.m3u8
Reasoning - Class-22 | Reas | Alphabet Test [23-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4490014/175324160891486908824/175324160891486908824_6908824.m3u8
Reasoning - Class-23 | Reas | Blood Relation [24-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4491801/175332906011926908824/175332906011926908824_6908824.m3u8
Reasoning - Class-24 | Reas | Blood Relation [25-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4493031/175341527956606974029/175341527956606974029_6974029.m3u8
Reasoning - Class-25 | Reas | Blood Relation [28-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4495477/175367456412899762013/175367456412899762013_9762013.m3u8
Reasoning - Class-26 | Reas | Blood Relation [29-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4501905/175376095399486908824/175376095399486908824_6908824.m3u8
Reasoning - Class-27 | Reas | Blood Relation [30-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4503462/175384735712036908824/175384735712036908824_6908824.m3u8
Reasoning - Class-28 | Reas | Blood Relation [31-Jul-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4504713/175393424716543107929/175393424716543107929_3107929.m3u8
Reasoning - Class-29 | Reas | Odd One Out / Classification [01-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4505897/175401974180115146684/175401974180115146684_5146684.m3u8
Reasoning - Class-30 | Reas | Odd One Out / Classification [04-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4511576/175427935797645146684/175427935797645146684_5146684.m3u8
Reasoning - Class-31 | Reas | Odd One Out / Classification [05-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4512502/175436534926175146684/175436534926175146684_5146684.m3u8
Reasoning - Class-32 | Reas | Odd One Out / Classification [06-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4513527/175445203276466908824/175445203276466908824_6908824.m3u8
Reasoning - Class-33 | Reas | Calendar [07-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4514542/175453762867936908824/175453762867936908824_6908824.m3u8
Reasoning - Class-34 | Reas | Calendar [08-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4515480/175462489794886908824/175462489794886908824_6908824.m3u8
Reasoning - Class-35 | Reas | Calendar [11-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4516408/175488414767803107929/175488414767803107929_3107929.m3u8
Reasoning - Class-36 | Reas | Calendar [12-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4517589/175497065163746908824/175497065163746908824_6908824.m3u8
Reasoning - Class-37 | Reas | Calendar [13-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4518920/175505563197406974029/175505563197406974029_6974029.m3u8
Reasoning - Class-38 | Reas | Calendar [18-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4522539/175548905812423199068/175548905812423199068_3199068.m3u8
Reasoning - Class-39 | Reas | Calendar [19-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4523521/175557544392415780339/175557544392415780339_5780339.m3u8
Reasoning - Class-40 | Reas | Calendar [20-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4524657/175566169185395146684/175566169185395146684_5146684.m3u8
Reasoning - Class-41 | Reas | Counting Of Figures [21-Aug-2025 13:00]: https://www.youtube.com/embed/w1YBl21wGtQ
Reasoning - Class-42 | Reas | Counting Of Figures [22-Aug-2025 08:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4526932/175583457181365780339/175583457181365780339_5780339.m3u8
Hindi - Class-01 | Hindi [16-Jun-2025 07:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_hls/migration/vjda2-OhGpw/vjda2-OhGpw.m3u8
Hindi - Class-02 | Hindi | तत्सम और तद्भव [20-Jun-2025 12:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6374603731112/6374603731112.m3u8
Hindi - Class-02 | Hindi | तत्सम और तद्भव [24-Jun-2025 12:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_non_drm_hls/migration/SoltCPKxRyQ/SoltCPKxRyQ.m3u8
Hindi - Class-04 | Hindi | तत्सम और तद्भव [26-Jun-2025 12:00]: https://www.youtube.com/embed/2LCeZovg5hM
Hindi - Class-05 | Hindi | सर्वनाम के भेद [01-Jul-2025 07:00]: https://www.youtube.com/embed/P_O0xmKXzAQ
Hindi - Class-06 | Hindi | सर्वनाम के भेद [02-Jul-2025 07:00]: https://www.youtube.com/embed/0HYeiTOG3sM
Hindi - Class-07 | Hindi | सर्वनाम के भेद [03-Jul-2025 07:00]: https://www.youtube.com/embed/NwIgu3zNAwQ
Hindi - Class-08 | Hindi | सर्वनाम के भेद [04-Jul-2025 07:00]: https://www.youtube.com/embed/zMM5NUG1Hb8
Hindi - Class-09 | Hindi | सर्वनाम के भेद [07-Jul-2025 07:00]: https://www.youtube.com/embed/4Pqbv_VaUAc
Hindi - Class-10 | Hindi | सर्वनाम के भेद [08-Jul-2025 07:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4476085/175194199171464292795/175194199171464292795_4292795.m3u8
Hindi - Class-11 | Hindi | सर्वनाम के भेद [09-Jul-2025 07:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4477040/175202832797855722963/175202832797855722963_5722963.m3u8
Hindi - Class-12 | Hindi | अविकारी शब्द व अव्यय के भेद [10-Jul-2025 07:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4478243/175211501462655722963/175211501462655722963_5722963.m3u8
Hindi - Class-13 | Hindi | निपात [11-Jul-2025 07:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4479302/175220128282915722963/175220128282915722963_5722963.m3u8
Hindi - Class-14 | Hindi | वर्णमाला [14-Jul-2025 07:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4481073/175246030290675722963/175246030290675722963_5722963.m3u8
Hindi - Class-15 | Hindi | निपात [15-Jul-2025 07:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4482104/175254675240695722963/175254675240695722963_5722963.m3u8
Hindi - Class-16 | Hindi | व्यंजन के भेद [16-Jul-2025 07:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4483158/175263320278855722963/175263320278855722963_5722963.m3u8
Hindi - Class-17 | Hindi | निपात [17-Jul-2025 07:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4484202/175271959931835722963/175271959931835722963_5722963.m3u8
Hindi - Class-18 | Hindi | वर्णों का वर्गीकरण [18-Jul-2025 07:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4485239/175280610647225722963/175280610647225722963_5722963.m3u8
Hindi - Class-19 | Hindi | संख्यावाचक शब्दों का मानक रूप [21-Jul-2025 07:00]: https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4487129/175306514761965722963/175306514761965722963_5722963.m3u8
